Timestamp,Action,TableName,RecordID,SqlQuery,UserID,ServerIP,RequestUrl,RequestData,RequestCompleted,RequestMsg
"2025-08-11 08:38:41",userlogin,users,,"SELECT   * FROM users WHERE  user_name = ?  OR email = ?  LIMIT 1",,::1,index/login/,"{""username"":""juanp10"",""password"":""$2y$10$lsH0i8jgF5Vauv27XhKgR.FpCkjreUdxzqg2qAbrGOUbX2Izh.fLW""}",false,"Username or password not correct"
"2025-08-11 08:39:06",userlogin,users,,"SELECT   * FROM users WHERE  user_name = ?  OR email = ?  LIMIT 1",1,::1,index/login/,"{""username"":""juanp10"",""password"":""$2y$10$lsH0i8jgF5Vauv27XhKgR.FpCkjreUdxzqg2qAbrGOUbX2Izh.fLW""}",true,
"2025-08-11 08:40:00",view,clinic_patients,10,"SELECT   clinic_patients.id_patient, clinic_patients.full_names, clinic_patients.address, clinic_patients.gender, clinic_patients.birthdate, clinic_patients.register_observations, clinic_patients.referred, clinic_patients.phone_patient, clinic_patients.manager, clinic_patients.diseases, clinic_patients.register_date, clinic_patients.update_date, clinic_patients.id_user, users.full_names AS users_full_names, clinic_patients.id_status, patients_status.status AS patients_status_status, clinic_patients.email, document_number, age, allergies, emergency_contact_phone, document_type_catalog.type AS document_type_name, blood_type_catalog.type AS blood_type_name FROM clinic_patients INNER JOIN users ON clinic_patients.id_user = users.id_user INNER JOIN patients_status ON clinic_patients.id_status = patients_status.id INNER JOIN document_type_catalog ON clinic_patients.id_document_type = document_type_catalog.id INNER JOIN blood_type_catalog ON clinic_patients.id_blood_type = blood_type_catalog.id WHERE  clinic_patients.id_patient = ?  LIMIT 1",1,::1,clinic_patients/view/10,[],true,
"2025-08-11 08:40:10",view,clinic_patients,10,"SELECT   clinic_patients.id_patient, clinic_patients.full_names, clinic_patients.address, clinic_patients.gender, clinic_patients.birthdate, clinic_patients.register_observations, clinic_patients.referred, clinic_patients.phone_patient, clinic_patients.manager, clinic_patients.diseases, clinic_patients.register_date, clinic_patients.update_date, clinic_patients.id_user, users.full_names AS users_full_names, clinic_patients.id_status, patients_status.status AS patients_status_status, clinic_patients.email, document_number, age, allergies, emergency_contact_phone, document_type_catalog.type AS document_type_name, blood_type_catalog.type AS blood_type_name FROM clinic_patients INNER JOIN users ON clinic_patients.id_user = users.id_user INNER JOIN patients_status ON clinic_patients.id_status = patients_status.id INNER JOIN document_type_catalog ON clinic_patients.id_document_type = document_type_catalog.id INNER JOIN blood_type_catalog ON clinic_patients.id_blood_type = blood_type_catalog.id WHERE  clinic_patients.id_patient = ?  LIMIT 1",1,::1,clinic_patients/view/10,[],true,
"2025-08-11 08:40:10",view,clinic_patients,10,"SELECT   clinic_patients.id_patient, clinic_patients.full_names, clinic_patients.address, clinic_patients.gender, clinic_patients.birthdate, clinic_patients.register_observations, clinic_patients.referred, clinic_patients.phone_patient, clinic_patients.manager, clinic_patients.diseases, clinic_patients.register_date, clinic_patients.update_date, clinic_patients.id_user, users.full_names AS users_full_names, clinic_patients.id_status, patients_status.status AS patients_status_status, clinic_patients.email, document_number, age, allergies, emergency_contact_phone, document_type_catalog.type AS document_type_name, blood_type_catalog.type AS blood_type_name FROM clinic_patients INNER JOIN users ON clinic_patients.id_user = users.id_user INNER JOIN patients_status ON clinic_patients.id_status = patients_status.id INNER JOIN document_type_catalog ON clinic_patients.id_document_type = document_type_catalog.id INNER JOIN blood_type_catalog ON clinic_patients.id_blood_type = blood_type_catalog.id WHERE  clinic_patients.id_patient = ?  LIMIT 1",1,::1,clinic_patients/view/10,[],true,
"2025-08-11 08:40:10",view,clinic_patients,10,"SELECT   clinic_patients.id_patient, clinic_patients.full_names, clinic_patients.address, clinic_patients.gender, clinic_patients.birthdate, clinic_patients.register_observations, clinic_patients.referred, clinic_patients.phone_patient, clinic_patients.manager, clinic_patients.diseases, clinic_patients.register_date, clinic_patients.update_date, clinic_patients.id_user, users.full_names AS users_full_names, clinic_patients.id_status, patients_status.status AS patients_status_status, clinic_patients.email, document_number, age, allergies, emergency_contact_phone, document_type_catalog.type AS document_type_name, blood_type_catalog.type AS blood_type_name FROM clinic_patients INNER JOIN users ON clinic_patients.id_user = users.id_user INNER JOIN patients_status ON clinic_patients.id_status = patients_status.id INNER JOIN document_type_catalog ON clinic_patients.id_document_type = document_type_catalog.id INNER JOIN blood_type_catalog ON clinic_patients.id_blood_type = blood_type_catalog.id WHERE  clinic_patients.id_patient = ?  LIMIT 1",1,::1,clinic_patients/view/10,[],true,
"2025-08-11 08:40:24",view,clinic_patients,10,"SELECT   clinic_patients.id_patient, clinic_patients.full_names, clinic_patients.address, clinic_patients.gender, clinic_patients.birthdate, clinic_patients.register_observations, clinic_patients.referred, clinic_patients.phone_patient, clinic_patients.manager, clinic_patients.diseases, clinic_patients.register_date, clinic_patients.update_date, clinic_patients.id_user, users.full_names AS users_full_names, clinic_patients.id_status, patients_status.status AS patients_status_status, clinic_patients.email, document_number, age, allergies, emergency_contact_phone, document_type_catalog.type AS document_type_name, blood_type_catalog.type AS blood_type_name FROM clinic_patients INNER JOIN users ON clinic_patients.id_user = users.id_user INNER JOIN patients_status ON clinic_patients.id_status = patients_status.id INNER JOIN document_type_catalog ON clinic_patients.id_document_type = document_type_catalog.id INNER JOIN blood_type_catalog ON clinic_patients.id_blood_type = blood_type_catalog.id WHERE  clinic_patients.id_patient = ?  LIMIT 1",1,::1,clinic_patients/view/10,[],true,
"2025-08-11 08:40:24",view,clinic_patients,10,"SELECT   clinic_patients.id_patient, clinic_patients.full_names, clinic_patients.address, clinic_patients.gender, clinic_patients.birthdate, clinic_patients.register_observations, clinic_patients.referred, clinic_patients.phone_patient, clinic_patients.manager, clinic_patients.diseases, clinic_patients.register_date, clinic_patients.update_date, clinic_patients.id_user, users.full_names AS users_full_names, clinic_patients.id_status, patients_status.status AS patients_status_status, clinic_patients.email, document_number, age, allergies, emergency_contact_phone, document_type_catalog.type AS document_type_name, blood_type_catalog.type AS blood_type_name FROM clinic_patients INNER JOIN users ON clinic_patients.id_user = users.id_user INNER JOIN patients_status ON clinic_patients.id_status = patients_status.id INNER JOIN document_type_catalog ON clinic_patients.id_document_type = document_type_catalog.id INNER JOIN blood_type_catalog ON clinic_patients.id_blood_type = blood_type_catalog.id WHERE  clinic_patients.id_patient = ?  LIMIT 1",1,::1,clinic_patients/view/10,[],true,
"2025-08-11 08:41:58",userlogout,users,,,1,::1,index/logout,[],true,
"2025-08-11 09:26:38",userlogin,users,,"SELECT   * FROM users WHERE  user_name = ?  OR email = ?  LIMIT 1",1,::1,index/login/,"{""username"":""juanp10"",""password"":""$2y$10$lsH0i8jgF5Vauv27XhKgR.FpCkjreUdxzqg2qAbrGOUbX2Izh.fLW""}",true,
"2025-08-11 09:26:58",userlogout,users,,,1,::1,index/logout,[],true,
"2025-08-11 09:42:44",userlogin,users,,"SELECT   * FROM users WHERE  user_name = ?  OR email = ?  LIMIT 1",1,::1,index/login/,"{""username"":""juanp10"",""password"":""$2y$10$lsH0i8jgF5Vauv27XhKgR.FpCkjreUdxzqg2qAbrGOUbX2Izh.fLW""}",true,
"2025-08-11 09:43:33",list,users,"4,3,2,1","SELECT SQL_CALC_FOUND_ROWS  id_user, full_names, rol, user_name, email, photo, register_date, update_date FROM users ORDER BY users.id_user DESC  LIMIT 20 OFFSET 0",1,::1,users/Index,[],true,
"2025-08-11 09:59:55",userlogout,users,,,1,::1,index/logout,[],true,
"2025-08-11 10:00:14",userlogin,users,,"SELECT   * FROM users WHERE  user_name = ?  OR email = ?  LIMIT 1",1,::1,index/login/,"{""username"":""juanp10"",""password"":""$2y$10$lsH0i8jgF5Vauv27XhKgR.FpCkjreUdxzqg2qAbrGOUbX2Izh.fLW""}",true,
"2025-08-11 10:10:02",userlogout,users,,,1,::1,index/logout,[],true,
